"Year","Year ID","Division","Conference","Team Name","Team ID","Team URL"
"2017","12560","1","","A&M-Corpus Christi","26172","http://stats.ncaa.org/team/26172/12560"
"2017","12560","1","","Abilene Christian","2","http://stats.ncaa.org/team/2/12560"
"2017","12560","1","","Air Force","721","http://stats.ncaa.org/team/721/12560"
"2017","12560","1","","Alabama","8","http://stats.ncaa.org/team/8/12560"
"2017","12560","1","","Alabama A&M","6","http://stats.ncaa.org/team/6/12560"
"2017","12560","1","","Alabama St.","7","http://stats.ncaa.org/team/7/12560"
"2017","12560","1","","Albany (NY)","14","http://stats.ncaa.org/team/14/12560"
"2017","12560","1","","Alcorn","17","http://stats.ncaa.org/team/17/12560"
"2017","12560","1","","Appalachian St.","27","http://stats.ncaa.org/team/27/12560"
"2017","12560","1","","Arizona","29","http://stats.ncaa.org/team/29/12560"
"2017","12560","1","","Arizona St.","28","http://stats.ncaa.org/team/28/12560"
"2017","12560","1","","Ark.-Pine Bluff","2678","http://stats.ncaa.org/team/2678/12560"
"2017","12560","1","","Arkansas","31","http://stats.ncaa.org/team/31/12560"
"2017","12560","1","","Arkansas St.","30","http://stats.ncaa.org/team/30/12560"
"2017","12560","1","","Army West Point","725","http://stats.ncaa.org/team/725/12560"
"2017","12560","1","","Auburn","37","http://stats.ncaa.org/team/37/12560"
"2017","12560","1","","Austin Peay","43","http://stats.ncaa.org/team/43/12560"
"2017","12560","1","","BYU","77","http://stats.ncaa.org/team/77/12560"
"2017","12560","1","","Ball St.","47","http://stats.ncaa.org/team/47/12560"
"2017","12560","1","","Baylor","51","http://stats.ncaa.org/team/51/12560"
"2017","12560","1","","Belmont","14927","http://stats.ncaa.org/team/14927/12560"
"2017","12560","1","","Bethune-Cookman","61","http://stats.ncaa.org/team/61/12560"
"2017","12560","1","","Binghamton","62","http://stats.ncaa.org/team/62/12560"
"2017","12560","1","","Boston College","67","http://stats.ncaa.org/team/67/12560"
"2017","12560","1","","Bowling Green","71","http://stats.ncaa.org/team/71/12560"
"2017","12560","1","","Bradley","72","http://stats.ncaa.org/team/72/12560"
"2017","12560","1","","Brown","80","http://stats.ncaa.org/team/80/12560"
"2017","12560","1","","Bryant","81","http://stats.ncaa.org/team/81/12560"
"2017","12560","1","","Bucknell","83","http://stats.ncaa.org/team/83/12560"
