"Game ID","Team","Player ID","Player","Lineup Position","Games","PO","A","E","CI","PB","SBA","CSB","IDP","TP","P","C","1B","2B","3B","SS","LF","CF","RF","DH","PH","PR"
"0","Longwood","1213639","Dickason, Matt","1:13, 2:4, 5:1","18","26.0","50.0","11.0","0.0","0.0","0.0","0.0","9.0","0.0","0","0","0","0","0","18","0","0","0","0","0","0"
"0","Longwood","1324513","Delk, Brandon","2:1, 5:1, 6:1, 7:4, 8:1, 9:3, 11:3, 12:1","15","28.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","2","9","3","0","2","0"
"0","Longwood","1324514","Varaksa, Joey","1:3, 2:2, 3:1, 5:4, 6:4, 8:1, 10:1","16","41.0","2.0","1.0","0.0","3.0","8.0","1.0","0.0","0.0","0","5","0","0","1","0","3","9","3","0","0","0"
"0","Longwood","1213636","Owens, Alex","6:5, 7:4, 8:4, 9:1, 10:2","16","11.0","27.0","3.0","0.0","0.0","0.0","0.0","4.0","0.0","0","0","0","0","16","0","0","0","0","0","0","0"
"0","Longwood","1213637","Burkett, Scott","1:1, 2:4, 4:4, 5:4, 8:2, 9:2, 11:1","18","87.0","9.0","2.0","0.0","4.0","24.0","3.0","1.0","0.0","0","16","0","0","0","0","0","0","0","0","2","0"
"0","Longwood","1324515","Wislocki, Tyler","11:1, 12:4","5","0.0","3.0","0.0","0.0","0.0","2.0","1.0","0.0","0.0","5","0","0","0","0","0","0","0","0","0","0","0"
"0","Longwood","989140","Gwaltney, Matt","6:1, 7:4, 8:2, 11:1, 12:1, 13:1","10","0.0","7.0","0.0","0.0","0.0","11.0","1.0","0.0","0.0","6","0","0","1","0","0","0","0","1","4","1","0"
"0","Longwood","1098732","Lacy, Justin","3:15, 4:2, 8:1","18","99.0","5.0","2.0","0.0","0.0","0.0","0.0","9.0","0.0","0","0","11","0","0","0","0","0","0","7","0","0"
"0","Longwood","989139","Newman, Robby","1:1, 4:10, 5:5, 6:2","18","44.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","3","0","1","0","13","0","3","1","0","0"
"0","Longwood","989137","Sollars, Dustin","5:2, 6:2","4","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","2","3","0","0","0"
"0","Furman","1315292","Jones, Jake","1:1, 2:9, 3:3, 4:2, 9:3, 12:1, 13:1","20","33.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","14","4","6","0"
"0","Furman","1108313","Brignola, Emil","20:1","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
