"Game ID","Team","Player ID","Player","Lineup Position","Games","G","PO","TC","A","E","CI","PB","SBA","CSB","IDP","TP","P","C","1B","2B","3B","SS","LF","CF","RF","DH","PH","PR"
"0","Tennessee","1867951","Ammons, Justin","3:2","2","2.0","4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","2","0","0","0"
"0","Tennessee","1757609","Harper-Cook, Alex","19:1","1","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","Tennessee","1977514","Trammell, Brandon","8:1, 14:1","2","2.0","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","1","0","0","1","1","0"
"0","Tennessee","1977512","Stapp, Wyatt","10:1, 12:1","2","2.0","2.0","5.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","2","0","0","0","0","0","0","0"
"0","Tennessee","1977510","Russell, Evan","8:1, 11:1","2","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","1","0","0","0","0","0","0","2","0"
"0","Tennessee","1977509","Plummer, Joshua","16:1","1","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","Tennessee","1649063","Leftridge, Brodie","10:1, 14:1","2","2.0","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","2","0","0","1","0"
"0","NC State","1997134","Swiney, Nick","19:1","1","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","NC State","1997131","Bailey, Patrick","4:1, 8:1","2","2.0","7.0","8.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","1","0","0","0","0","0","0","0","1","0","0"
"0","NC State","1772035","Conley, Jack","12:1","1","1.0","6.0","7.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","1","0","0","0","0","0","0","0","0","0","0"
