Game ID,Team,Player ID,Player,Lineup Position,G,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL
4496528,James Madison,1870455,"Semones, Fox",2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,James Madison,1870413,"Griffin, Davonn",LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,James Madison,1870454,"Brown, Harry",LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,James Madison,1643276,"Sisk, Adam",RF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,James Madison,1870415,"Dipasupil, Matt",PH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,James Madison,1997554,"Hartigan, Conor",DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,James Madison,1772230,"Tondi, Zach",C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,James Madison,1772214,"Dofflemyer, Tanner",PR1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,James Madison,1997572,"Morgan, Michael",1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,James Madison,1643272,"McKay, Bradley",3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,James Madison,1997556,"Jones, Josh",SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,James Madison,1643277,"Sciorra, Michael",CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,James Madison,1870465,"Colon, Matt",P,0,1,0,0.2,0,1,0,0,1,0,0,5,3,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,2,0
4496528,James Madison,1870460,"Kelly, Kevin",P,0,1,0,2.2,0,2,1,1,0,5,0,10,10,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,3,2
4496528,James Madison,1643273,"Harlow, Colton",P,0,1,1,5.2,0,5,0,0,1,6,0,24,22,0,0,0,0,2,0,0,0,0,1,0,0,6,3,1,0,0,1,2
4496528,James Madison,,Totals,0,0,0,0,9,0,8,1,1,2,11,0,39,35,0,1,0,0,2,1,0,0,0,1,0,0,10,4,0,0,0,0,4
4496528,High Point,1649018,"Zente, Austen",CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,High Point,1649015,"Lee, Hunter",2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,High Point,1871442,"Schunk, Blake",3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,High Point,1649014,"Jackson, Carson",RF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,High Point,1976693,"Holt, Travis",1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,High Point,1976695,"Wells, Tanner",LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,High Point,1871443,"Sergent, Jordan",PH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,High Point,1759795,"Woodard, JJ",C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,High Point,1649008,"Brown, Spencer",C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,High Point,1759786,"Dunbar, Conner",SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,High Point,1871428,"Johnson, Joe",PHDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,High Point,1759788,"Gottfried, Andrew",DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496528,High Point,1871433,"Murrah, Rion",P,0,1,0,2.1,0,0,0,0,1,3,0,7,6,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,1
4496528,High Point,1759790,"Hodges, Matt",P,0,1,0,0.2,0,1,1,1,1,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0
4496528,High Point,1871429,"Letchworth, Garrett",P,0,1,0,1.1,0,0,0,0,0,1,0,4,4,0,0,0,0,2,0,0,2,1,0,0,0,1,1,0,0,0,4,0
4496528,High Point,1759791,"Jeffers, Cooper",P,0,1,0,0.1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
4496528,High Point,1871424,"Daczkowski, Drew",P,0,1,1,4.1,0,1,2,2,2,7,0,17,13,1,0,0,0,2,1,0,0,0,0,1,0,2,4,0,1,0,1,3
4496528,High Point,,Totals,0,0,0,0,9,0,2,3,3,4,12,0,32,26,1,0,0,0,4,1,0,0,0,0,1,0,4,8,0,0,0,0,5
4499325,James Madison,1870455,"Semones, Fox",2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499325,James Madison,1870413,"Griffin, Davonn",PHLF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499325,James Madison,1870454,"Brown, Harry",LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499325,James Madison,1643276,"Sisk, Adam",RF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499325,James Madison,1997554,"Hartigan, Conor",DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499325,James Madison,1997555,"Jackson, Dallas",PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499325,James Madison,1870450,"Hayes, Kyle",C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499325,James Madison,1772230,"Tondi, Zach",C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499325,James Madison,1772214,"Dofflemyer, Tanner",1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
