"Game ID","Team","Player ID","Player","Lineup Position","Games","App","GS","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","HR-A","WP","Bk","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","OrdAppeared","KL","P","C","1B","2B","3B","SS","LF","CF","RF","DH","PH","PR"
"0","Houston Baptist","1110526","Gonzalez, Jake","4:11, 5:2, 6:7, 7:4","24","7.0","0.0","12.0","13.0","9.0","7.0","7.0","13.0","0.0","60.0","48.0","3.0","0.0","1.0","4.0","0.0","4.0","1.0","7.0","3.0","1.0","0.0","183.0","7.0","14.0","0.0","1.0","2.0","16.0","3.0","7","0","0","0","0","0","0","24","0","0","0","0"
"0","Houston Baptist","1218275","Tully, Garrett","6:3, 9:1, 10:4, 11:1, 14:1","10","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","5","2","0","0","0","0","3","0","1"
"0","Houston Baptist","1218272","Kalina, Tanner","2:1, 4:1, 5:2, 6:2, 7:2, 8:5, 10:2, 11:1, 12:1","17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","2","2","3","0","1","5","0","2","4","3"
"0","Houston Baptist","1218287","Hajdik, Kobie","10:3, 11:4, 12:2, 13:1","10","10.0","0.0","13.1","13.0","9.0","6.0","8.0","10.0","0.0","63.0","51.0","1.0","1.0","0.0","1.0","0.0","2.0","1.0","13.0","5.0","2.0","0.0","197.0","12.0","16.0","1.0","0.0","2.0","22.0","1.0","10","0","0","0","0","0","0","0","0","0","0","0"
"0","Quinnipiac","1331673","Heflin, Brian","2:1, 6:1","2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","2","0"
"0","Quinnipiac","997916","Nisson, Kyle","3:5, 4:12, 5:1, 6:1","19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","17","0","0","1","0","0","0","0","2","0","0"
"0","Quinnipiac","1109830","Buckley, Ray","17:1, 10:4, 11:1, 13:1, 15:1","8","8.0","1.0","19.2","21.0","16.0","15.0","12.0","10.0","0.0","95.0","75.0","5.0","1.0","0.0","3.0","0.0","4.0","0.0","4.0","3.0","3.0","1.0","98.0","20.0","28.0","0.0","1.0","0.0","17.0","1.0","8","0","0","0","0","0","0","0","0","0","0","0"
"0","Quinnipiac","997913","Guerino, Gabe","5:1, 6:4, 7:6, 8:2, 9:1, 11:1","15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","13","0","0","0","0","0","0","2","1","0"
"0","Quinnipiac","1109831","Castodio, Kevin"
"0","Quinnipiac","1109833","Dummar, George","16:1, 11:1, 12:2, 14:1","5","5.0","1.0","11.1","17.0","17.0","10.0","11.0","5.0","0.0","64.0","47.0","9.0","0.0","0.0","5.0","0.0","3.0","0.0","5.0","4.0","2.0","1.0","43.0","15.0","11.0","0.0","1.0","0.0","12.0","1.0","5","0","0","0","0","0","0","0","0","0","0","0"
