"Year","Year ID","Division","Conference","Team Name","Team ID","Team URL"
"2018","12973","1","AAC","Cincinnati","140","http://stats.ncaa.org/team/140/12973"
"2018","12973","1","AAC","East Carolina","196","http://stats.ncaa.org/team/196/12973"
"2018","12973","1","AAC","Houston","288","http://stats.ncaa.org/team/288/12973"
"2018","12973","1","AAC","Memphis","404","http://stats.ncaa.org/team/404/12973"
"2018","12973","1","AAC","South Fla.","651","http://stats.ncaa.org/team/651/12973"
"2018","12973","1","AAC","Tulane","718","http://stats.ncaa.org/team/718/12973"
"2018","12973","1","AAC","UCF","128","http://stats.ncaa.org/team/128/12973"
"2018","12973","1","AAC","UConn","164","http://stats.ncaa.org/team/164/12973"
"2018","12973","1","AAC","Wichita St.","782","http://stats.ncaa.org/team/782/12973"
"2018","12973","1","ACC","Boston College","67","http://stats.ncaa.org/team/67/12973"
"2018","12973","1","ACC","Clemson","147","http://stats.ncaa.org/team/147/12973"
"2018","12973","1","ACC","Duke","193","http://stats.ncaa.org/team/193/12973"
"2018","12973","1","ACC","Florida St.","234","http://stats.ncaa.org/team/234/12973"
"2018","12973","1","ACC","Georgia Tech","255","http://stats.ncaa.org/team/255/12973"
"2018","12973","1","ACC","Louisville","367","http://stats.ncaa.org/team/367/12973"
"2018","12973","1","ACC","Miami (FL)","415","http://stats.ncaa.org/team/415/12973"
"2018","12973","1","ACC","NC State","490","http://stats.ncaa.org/team/490/12973"
"2018","12973","1","ACC","North Carolina","457","http://stats.ncaa.org/team/457/12973"
"2018","12973","1","ACC","Notre Dame","513","http://stats.ncaa.org/team/513/12973"
"2018","12973","1","ACC","Pittsburgh","545","http://stats.ncaa.org/team/545/12973"
"2018","12973","1","ACC","Virginia","746","http://stats.ncaa.org/team/746/12973"
"2018","12973","1","ACC","Virginia Tech","742","http://stats.ncaa.org/team/742/12973"
"2018","12973","1","ACC","Wake Forest","749","http://stats.ncaa.org/team/749/12973"
"2018","12973","1","ASUN","FGCU","28755","http://stats.ncaa.org/team/28755/12973"
"2018","12973","1","ASUN","Jacksonville","316","http://stats.ncaa.org/team/316/12973"
"2018","12973","1","ASUN","Kennesaw St.","1157","http://stats.ncaa.org/team/1157/12973"
"2018","12973","1","ASUN","Lipscomb","28600","http://stats.ncaa.org/team/28600/12973"
"2018","12973","1","ASUN","NJIT","471","http://stats.ncaa.org/team/471/12973"
"2018","12973","1","ASUN","North Florida","2711","http://stats.ncaa.org/team/2711/12973"
"2018","12973","1","ASUN","Stetson","678","http://stats.ncaa.org/team/678/12973"
"2018","12973","1","ASUN","USC Upstate","10411","http://stats.ncaa.org/team/10411/12973"
"2018","12973","1","America East","Albany (NY)","14","http://stats.ncaa.org/team/14/12973"
"2018","12973","1","America East","Binghamton","62","http://stats.ncaa.org/team/62/12973"
"2018","12973","1","America East","Hartford","272","http://stats.ncaa.org/team/272/12973"
"2018","12973","1","America East","Maine","380","http://stats.ncaa.org/team/380/12973"
"2018","12973","1","America East","Stony Brook","683","http://stats.ncaa.org/team/683/12973"
"2018","12973","1","America East","UMBC","391","http://stats.ncaa.org/team/391/12973"
"2018","12973","1","America East","UMass Lowell","368","http://stats.ncaa.org/team/368/12973"
"2018","12973","1","Atlantic 10","Davidson","173","http://stats.ncaa.org/team/173/12973"
"2018","12973","1","Atlantic 10","Dayton","175","http://stats.ncaa.org/team/175/12973"
"2018","12973","1","Atlantic 10","Fordham","236","http://stats.ncaa.org/team/236/12973"
"2018","12973","1","Atlantic 10","George Mason","248","http://stats.ncaa.org/team/248/12973"
"2018","12973","1","Atlantic 10","George Washington","249","http://stats.ncaa.org/team/249/12973"
"2018","12973","1","Atlantic 10","La Salle","340","http://stats.ncaa.org/team/340/12973"
"2018","12973","1","Atlantic 10","Massachusetts","400","http://stats.ncaa.org/team/400/12973"
"2018","12973","1","Atlantic 10","Rhode Island","572","http://stats.ncaa.org/team/572/12973"
"2018","12973","1","Atlantic 10","Richmond","575","http://stats.ncaa.org/team/575/12973"
"2018","12973","1","Atlantic 10","Saint Joseph's","606","http://stats.ncaa.org/team/606/12973"
"2018","12973","1","Atlantic 10","Saint Louis","609","http://stats.ncaa.org/team/609/12973"
"2018","12973","1","Atlantic 10","St. Bonaventure","596","http://stats.ncaa.org/team/596/12973"
"2018","12973","1","Atlantic 10","VCU","740","http://stats.ncaa.org/team/740/12973"
"2018","12973","1","Big 12","Baylor","51","http://stats.ncaa.org/team/51/12973"
"2018","12973","1","Big 12","Kansas","328","http://stats.ncaa.org/team/328/12973"
"2018","12973","1","Big 12","Kansas St.","327","http://stats.ncaa.org/team/327/12973"
"2018","12973","1","Big 12","Oklahoma","522","http://stats.ncaa.org/team/522/12973"
"2018","12973","1","Big 12","Oklahoma St.","521","http://stats.ncaa.org/team/521/12973"
"2018","12973","1","Big 12","TCU","698","http://stats.ncaa.org/team/698/12973"
"2018","12973","1","Big 12","Texas","703","http://stats.ncaa.org/team/703/12973"
"2018","12973","1","Big 12","Texas Tech","700","http://stats.ncaa.org/team/700/12973"
"2018","12973","1","Big 12","West Virginia","768","http://stats.ncaa.org/team/768/12973"
"2018","12973","1","Big East","Butler","87","http://stats.ncaa.org/team/87/12973"
"2018","12973","1","Big East","Creighton","169","http://stats.ncaa.org/team/169/12973"
"2018","12973","1","Big East","Georgetown","251","http://stats.ncaa.org/team/251/12973"
"2018","12973","1","Big East","Seton Hall","635","http://stats.ncaa.org/team/635/12973"
"2018","12973","1","Big East","St. John's (NY)","603","http://stats.ncaa.org/team/603/12973"
"2018","12973","1","Big East","Villanova","739","http://stats.ncaa.org/team/739/12973"
"2018","12973","1","Big East","Xavier","812","http://stats.ncaa.org/team/812/12973"
"2018","12973","1","Big South","Campbell","115","http://stats.ncaa.org/team/115/12973"
"2018","12973","1","Big South","Charleston So.","48","http://stats.ncaa.org/team/48/12973"
"2018","12973","1","Big South","Gardner-Webb","1092","http://stats.ncaa.org/team/1092/12973"
"2018","12973","1","Big South","High Point","19651","http://stats.ncaa.org/team/19651/12973"
"2018","12973","1","Big South","Liberty","355","http://stats.ncaa.org/team/355/12973"
"2018","12973","1","Big South","Longwood","363","http://stats.ncaa.org/team/363/12973"
"2018","12973","1","Big South","Presbyterian","1320","http://stats.ncaa.org/team/1320/12973"
