"Game ID","Team","Player ID","Player","Lineup Position","Games","G","R","AB","H","2B","3B","TB","HR","RBI","BB","HBP","SF","SH","K","DP","CS","Picked","SB","RBI2out","P","C","1B","2B","3B","SS","LF","CF","RF","DH","PH","PR"
"0","Lindenwood (IL)","-6030","Basler","17:1","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","Lindenwood (IL)","-6031","Bieber","18:1","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","Lindenwood (IL)","-6032","Steiner","19:1","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","Lindenwood (IL)","-6033","Bergkamp","20:1","1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","0","0","0","0","0","0","0","0","0","0","0"
"0","Lindenwood (IL)","-6014","Murray","1:1","1","0.0","0.0","2.0","1.0","0.0","0.0","1.0","0.0","0.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","1","0","0","0","0","0","0","0"
"0","Lindenwood (IL)","-6015","Ford","2:1","1","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","1","0","0","1","0"
"0","Lindenwood (IL)","-6016","Rodriguez","3:1","1","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","Indiana","1997588","Eaton, Nick","19:2, 11:1, 13:1, 14:1","5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5","0","0","0","0","0","0","0","0","0","0","0"
"0","Indiana","1997586","Ashley, Drew","3:1, 6:3, 7:4, 8:5, 9:7, 10:2, 11:6, 12:3, 14:1","32","0.0","16.0","76.0","23.0","3.0","0.0","35.0","3.0","10.0","7.0","2.0","2.0","6.0","13.0","0.0","0.0","0.0","1.0","0.0","0","1","0","11","5","0","0","0","0","8","9","0"
"0","Indiana","1997587","Cross, Wyatt","5:1, 6:4, 8:4, 9:2, 10:2, 11:1, 12:1, 13:1, 15:1","17","0.0","7.0","30.0","7.0","3.0","0.0","13.0","1.0","10.0","7.0","1.0","2.0","1.0","17.0","0.0","1.0","0.0","0.0","0.0","0","17","0","0","0","0","0","0","0","0","2","0"
"0","Indiana","1997585","Manous, Connor","16:2, 17:1, 19:1, 20:1, 12:1, 13:5, 15:1","12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12","0","0","0","0","0","0","0","0","0","0","0"
"0","Indiana","1997580","Walker, Justin","17:1, 2:1, 5:1, 7:3, 8:6, 9:3, 10:2, 11:5, 12:4, 13:3, 14:7, 15:1","37","0.0","13.0","105.0","26.0","5.0","1.0","39.0","2.0","22.0","6.0","1.0","3.0","5.0","18.0","4.0","3.0","0.0","5.0","0.0","0","0","0","17","9","12","0","0","0","0","2","2"
"0","Indiana","1526211","Beauchamp, Cameron","16:2, 17:1, 19:1, 20:1, 10:1, 11:2, 12:1, 13:4, 14:1, 15:1","15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15","0","0","0","0","0","0","0","0","0","0","0"
"0","Indiana","1997579","Crail, Sam","1:3, 2:1, 3:1, 6:1, 7:3, 8:5, 9:7, 10:3, 11:3, 12:1, 13:1","29","0.0","8.0","42.0","10.0","1.0","0.0","11.0","0.0","3.0","5.0","1.0","0.0","0.0","11.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","6","0","0","9","19","1"
"0","Indiana","1997576","Kaletha, Logan","1:51, 2:6, 3:1, 4:1","59","0.0","60.0","218.0","57.0","11.0","2.0","96.0","8.0","31.0","44.0","20.0","0.0","2.0","51.0","7.0","8.0","0.0","14.0","0.0","0","0","0","0","0","0","0","59","0","0","0","0"
"0","Indiana","1997577","Dunham, Elijah","1:1, 3:2, 5:3, 6:7, 7:2, 8:5, 9:4, 10:7, 11:2, 12:3","36","0.0","11.0","68.0","17.0","6.0","0.0","23.0","0.0","8.0","11.0","2.0","2.0","0.0","21.0","1.0","0.0","0.0","1.0","0.0","0","0","15","0","0","0","0","0","0","12","15","0"
"0","Indiana","1658240","Hobbie, Brian","16:2, 17:1, 11:1, 13:3, 14:4, 15:2","13","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13","0","0","0","0","0","0","0","0","0","0","0"
"0","Indiana","1997575","Barr, Cole","16:1, 5:1, 6:2, 7:1, 8:3, 9:1, 10:3, 11:4, 12:2, 13:4","22","0.0","4.0","22.0","7.0","1.0","0.0","8.0","0.0","4.0","4.0","3.0","2.0","2.0","10.0","1.0","0.0","0.0","2.0","0.0","0","0","0","9","9","0","0","0","0","0","5","2"
"0","Indiana","1658243","Lowe, Christopher","1:1, 4:1, 5:1, 6:1, 7:2, 11:1, 12:1","8","0.0","1.0","9.0","3.0","1.0","0.0","4.0","0.0","3.0","2.0","1.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","4","0","7","0"
"0","Indiana","1658245","Kryzsko, Kade","16:1, 18:1, 11:1, 12:2, 13:1, 14:2","8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8","0","0","0","0","0","0","0","0","0","0","0"
"0","Indiana","1878080","Sloan, Grant","16:1, 17:1, 18:2, 11:1, 12:1, 14:2","8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8","0","0","0","0","0","0","0","0","0","0","0"
"0","Indiana","1658247","Stratten, Colby","2:1, 3:2, 4:1, 5:2, 6:1, 7:2, 8:4, 9:3, 10:9, 11:3, 12:2, 13:1, 15:1","32","0.0","5.0","22.0","7.0","2.0","0.0","9.0","0.0","1.0","3.0","0.0","0.0","0.0","7.0","1.0","0.0","0.0","1.0","0.0","0","0","0","25","3","0","0","0","0","0","5","3"
"0","Indiana","1658246","Sowers, Logan","3:15, 4:27, 5:9, 6:1, 7:5, 8:2","59","0.0","42.0","221.0","66.0","11.0","0.0","107.0","10.0","34.0","37.0","4.0","1.0","0.0","58.0","9.0","1.0","0.0","1.0","0.0","0","0","0","0","0","0","0","0","59","0","0","0"
"0","Indiana","1526216","Gorski, Matt","2:3, 3:11, 4:2, 5:8, 6:7, 7:11, 8:8, 9:4, 10:4, 12:1","59","0.0","41.0","222.0","79.0","14.0","3.0","123.0","8.0","40.0","18.0","2.0","3.0","7.0","37.0","9.0","3.0","0.0","24.0","0.0","0","0","0","0","0","0","58","1","0","0","0","1"
"0","Indiana","1997564","Sommer, Tommy","16:1, 17:1, 19:1, 10:1, 12:2, 13:2, 14:2, 15:3","13","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13","0","0","0","0","0","0","0","0","0","0","0"
"0","Indiana","1997563","Long, Austin","16:1, 17:2, 18:2, 12:1","6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6","0","0","0","0","0","0","0","0","0","0","0"
"0","Indiana","1658238","Eustace, Laren","1:3, 2:2, 3:1, 4:2, 5:5, 6:1, 7:3, 8:4, 9:8, 10:1, 11:2, 12:1, 14:1","34","0.0","10.0","35.0","9.0","1.0","0.0","10.0","0.0","4.0","9.0","3.0","0.0","4.0","8.0","1.0","1.0","0.0","5.0","0.0","0","0","0","0","0","0","5","7","0","13","13","8"
"0","Indiana","1997561","Bunnell, Cade","4:2, 5:1, 7:1, 10:3, 11:3, 15:2","12","0.0","1.0","14.0","1.0","0.0","0.0","1.0","0.0","2.0","3.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","0","0","0","10","2","0","0","0","0","0","4","0"
"0","Indiana","1773490","Stiever, Jonathan","16:1, 17:3, 18:1, 19:1, 12:3, 13:3, 14:3, 15:2","17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16","0","0","0","0","0","0","0","0","1","0","0"
"0","Indiana","1773489","Miller, Luke","3:19, 4:3, 5:9, 6:6, 7:3, 8:2, 9:1, 10:2, 11:1, 12:1","47","0.0","27.0","181.0","56.0","11.0","0.0","106.0","13.0","34.0","9.0","3.0","3.0","0.0","35.0","7.0","2.0","0.0","1.0","0.0","0","0","0","0","41","0","0","0","0","3","3","0"
"0","Indiana","1773488","Bradley, Scotty","2:2, 5:6, 6:12, 7:8, 8:6, 9:3, 10:3, 11:2, 12:2, 13:3","47","0.0","27.0","138.0","45.0","6.0","1.0","74.0","7.0","19.0","22.0","8.0","0.0","3.0","31.0","4.0","0.0","0.0","1.0","0.0","0","0","33","0","0","0","0","0","0","17","4","0"
"0","Indiana","1773483","Milto, Paul","16:3, 17:2, 20:1, 10:1, 11:1, 13:4, 14:1, 15:1","14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14","0","0","0","0","0","0","0","0","0","0","0"
"0","Indiana","1773482","Sabol, B.J.","16:3, 17:1, 18:1, 9:1, 10:2, 11:4, 12:3, 13:4, 14:2, 15:2","23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23","0","0","0","0","0","0","0","0","0","0","0"
"0","Indiana","1773481","Herrin, Tim","16:3, 18:1, 19:1, 10:2, 12:2, 13:2, 14:3, 15:3","17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17","0","0","0","0","0","0","0","0","0","0","0"
"0","Indiana","1773487","Fineman, Ryan","4:16, 5:10, 6:11, 7:8, 8:4, 9:5, 10:2, 12:1","57","0.0","26.0","204.0","58.0","11.0","0.0","90.0","7.0","37.0","12.0","12.0","2.0","3.0","35.0","7.0","2.0","0.0","2.0","0.0","0","55","0","0","0","0","0","0","0","3","2","0"
"0","Indiana","1878052","Lloyd, Matt","2:43, 3:6, 4:4, 5:2, 6:2, 7:1, 9:1","59","0.0","36.0","240.0","66.0","15.0","1.0","110.0","9.0","41.0","30.0","2.0","3.0","2.0","58.0","7.0","2.0","0.0","2.0","0.0","14","0","37","25","0","0","0","0","0","6","0","0"
"0","Indiana","1878055","Saalfrank, Andrew","16:3, 17:2, 18:2, 19:1, 11:4, 14:2, 15:2","16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16","0","0","0","0","0","0","0","0","0","0","0"
"0","Indiana","1878050","Houston, Jeremy","16:2, 7:2, 8:1, 9:9, 10:7, 11:8, 12:14, 13:5, 14:6, 15:3","57","0.0","25.0","174.0","36.0","4.0","3.0","46.0","0.0","23.0","22.0","5.0","1.0","7.0","43.0","5.0","2.0","0.0","12.0","0.0","0","0","0","2","0","55","0","0","0","0","0","0"
"0","Indiana","1878051","Krueger, Cal","16:2, 17:3, 10:2, 11:2, 12:3, 13:4, 14:2, 15:9","27","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27","0","0","0","0","0","0","0","0","0","0","0"
"0","Wright St.","1864348","Harris, Zane","5:12, 6:4, 7:8, 8:5, 9:6, 10:4, 11:3, 12:1","43","0.0","23.0","111.0","38.0","6.0","1.0","55.0","3.0","39.0","20.0","3.0","4.0","0.0","14.0","4.0","1.0","0.0","3.0","0.0","0","0","0","0","0","0","0","0","0","30","15","0"
